@RELATION relation

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
%조사 + 접미사 = postposition
@ATTRIBUTE postposition 	{yes,no}
@ATTRIBUTE class 	{relation,other}

@DATA
'낭만','NNG',no,other
'을','JKO',yes,other
'의미하','NNG+XSV',yes,relation
'는','ETM',no,other
'프랑스','NNP',no,other
'어','XSN',yes,other
'낱말','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'정부','NNG',no,other
'가','JKS',yes,other
'설립되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'날짜','NNG',no,other
'는','JX',yes,other
'1948','SN',no,other
'년','NNB',no,other
'8','SN',no,other
'월','NNB',no,other
'15','SN',no,other
'일','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'그린피스','NNG',no,other
'는','JX',yes,other
'1970','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'조직되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국제','NNG',no,other
'환경','NNG',no,other
'보호','NNG',no,other
'단체','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노무현','NNP',no,other
'대통령','NNG',no,other
'은','JX',yes,other
'제','XPN',no,other
'17','SN',no,other
'대','NNB',no,other
'대한민국','NNP',no,other
'사법','NNG',no,other
'시험','NNG',no,other
'의','JKG',yes,other
'유일','NNG',no,other
'하','XSA',yes,other
'ㄴ','ETM',no,other
'고졸','NNG',no,other
'출신','NNG',no,other
'합격','NNG',no,other
'생','XSN',yes,other
'이','VCP',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'기축','NNG',no,other
'옥','XSN',yes,other
'사','NNG',no,other
'는','JX',yes,other
'조선','NNP',no,other
'후기','NNG',no,other
'에','JKB',yes,other
'남인','NNG',no,other
'과','JC',yes,other
'북인','NNG',no,other
'이','JKS',yes,other
'나뉘','VV',no,relation
'게','EC',no,other
'되','VV',no,relation
'ㄴ','ETM',no,other
'사건','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'보이저','NNP',no,other
'1','SN',no,other
'호','NNB',no,other
'는','JX',yes,other
'미국','NNP',no,other
'이','JKS',yes,other
'1977','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'발사하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'무','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'우주','NNG',no,other
'선','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'프랑스','NNP',no,other
'는','JX',yes,other
'폴리네시아','NNG',no,other
'에서','JKB',yes,other
'핵','NNG',no,other
'실험','NNG',no,other
'을','JKO',yes,other
'실시하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'이순신','NNP',no,other
'이','JKS',yes,other
'그리','VV',no,relation
'어','EC',no,other
'지','VX',no,other
'ㄴ','ETM',no,other
'돈','NNG',no,other
'에','JKB',yes,other
'쓰이','VV',no,relation
'어','EC',no,other
'있','VX',no,other
'는','ETM',no,other
'숫자','NNG',no,other
'는','JX',yes,other
'100','SN',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'포르노그래피','NNG',no,other
'단속','NNG',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'여성부','NNG',no,other
'의','JKG',yes,other
'정책','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'장지연','NNP',no,other
',','SP',no,other
'윤효정','NNP',no,other
',','SP',no,other
'윤치호','NNP',no,other
'는','JX',yes,other
'대한','NNP',no,other
'자강','NNG',no,other
'회','XSN',yes,other
'를','JKO',yes,other
'조직하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'3','SN',no,other
'명','NNB',no,other
'의','JKG',yes,other
'사람','NNG',no,other
'들','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'반기문','NNP',no,other
'은','JX',yes,other
'국제','NNG',no,other
'연합','NNG',no,other
'사무','NNG',no,other
'총장','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'얀','NNP',no,other
'엘리아손','NNP',no,other
'은','JX',yes,other
'국제','NNG',no,other
'연합','NNG',no,other
'의','JKG',yes,other
'부','XPN',no,other
'사무','NNG',no,other
'총장','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'4','SN',no,other
'대강','NNG',no,other
'정비','NNG',no,other
'사업','NNG',no,other
'은','JX',yes,other
'이명박','NNP',no,other
'대통령','NNG',no,other
'의','JKG',yes,other
'임기','NNG',no,other
'중','NNB',no,other
'에','JKB',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사건','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김대중','NNP',no,other
'대통령','NNG',no,other
'의','JKG',yes,other
'임기','NNG',no,other
'중','NNB',no,other
'에','JKB',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사건','NNG',no,other
'은','JX',yes,other
'노벨','NNP',no,other
'평화','NNG',no,other
'상','NNG',no,other
'수상','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'방송','NNG',no,other
'통신','NNG',no,other
'위원','NNG',no,other
'회','XSN',yes,other
'는','JX',yes,other
'대통령','NNG',no,other
'을','JKO',yes,other
'상급','NNG',no,other
'기관','NNG',no,other
'으로','JKB',yes,other
'두','VV',no,relation
'고','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'이승만','NNG',no,other
'의','JKG',yes,other
'나라','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김유신','NNP',no,other
'은','JX',yes,other
'흥무','NNG',no,other
'대왕','NNG',no,other
'으로','JKB',yes,other
'추존되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'출신','NNG',no,other
'의','JKG',yes,other
'노벨','NNP',no,other
'상','NNG',no,other
'수상','NNG',no,other
'자','XSN',yes,other
'가','JKS',yes,other
'있','VV',no,relation
'다','EF',no,other
'.','SF',no,other
'금오','NNG',no,other
'신화','NNG',no,other
'는','JX',yes,other
'조선','NNP',no,other
'최초','NNG',no,other
'의','JKG',yes,other
'한문','NNG',no,other
'단편','NNG',no,other
'소설','NNG',no,other
'집','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'9','SN',no,other
'·','SW',no,other
'11','SN',no,other
'테러','NNG',no,other
'가','JKS',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'2001','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'만장','NNP',no,other
'굴','NNG',no,other
'은','JX',yes,other
'용암','NNG',no,other
'동굴','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'옛','MM',no,other
'보신','NNG',no,other
'각','XSN',yes,other
'동종','NNG',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'보물','NNG',no,other
'제','XPN',no,other
'2','SN',no,other
'호','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'자동','NNG',no,other
'차','NNG',no,other
'운전면허','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'국토','NNG',no,other
'교통부','NNG',no,other
'에서','JKB',yes,other
'교부하','NNG+XSV',yes,relation
'지','EC',no,other
'않','VX',no,other
'는다','EF',no,other
'.','SF',no,other
'인천','NNP',no,other
'광역','NNG',no,other
'시','NNG',no,other
'의','JKG',yes,other
'지역','NNG',no,other
'전화','NNG',no,other
'번호','NNG',no,other
'는','JX',yes,other
'032','SN',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'네덜란드','NNP',no,other
'는','JX',yes,other
'거스','NNP',no,other
'히딩크','NNP',no,other
'의','JKG',yes,other
'조국','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'편서','NNG',no,other
'풍','NNG',no,other
'은','JX',yes,other
'위','NNG',no,other
'도','JX',yes,other
'30','SN',no,other
'도','NNB',no,other
'와','JC',yes,other
'60','SN',no,other
'도','NNB',no,other
'사이','NNG',no,other
'의','JKG',yes,other
'지역','NNG',no,other
'에서','JKB',yes,other
'서쪽','NNG',no,other
'에서','JKB',yes,other
'동쪽','NNG',no,other
'으로','JKB',yes,other
'부','NNG',no,other
'는','JX',yes,other
'탁월','NNG',no,other
'풍','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
